Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
5869,02/01/2021 14:03,78,11,5,96.37,Not Returned,On line,481.85,46-55,South,Clothing
5870,10/01/2021 08:26,48,7,3,78.46,Not Returned,Online,235.38,56+,West,Footwear
5871,10/01/2021 23:39,57,7,5,24.03,Not Returned,Online,120.15,46-55,North,Footwear
5872,05/01/2021 23:38,100,21,3,32.67,Not Returned,Online,98.01,18-25,West,Clothing
5874,05/01/2021 06:16,56,11,3,41,Not Returned,Online,123,18-25,East,Clothing
5876,01/01/2021 01:44,91,8,6,24.93,Not Returned,Online,149.58,36-45,East,Accessories
5877,10/01/2021 06:09,27,50,3,53.34,Not Returned,Online,160.02,36-45,North,Accessories
5878,08/01/2021 08:55,62,19,3,55.6,Not Returned,In-Store,166.8,46-55,East,Foot wear
5879,11/01/2021 02:56,11,26,4,52.8,Not Returned,In-Store,211.2,46-55,South,Footwear
5880,06/01/2021 19:32,71,1,6,59.15,Not Returned,Online,354.9,18-25,North,Accessories
5881,10/01/2021 21:29,23,7,2,93.56,Not Returned,Online,187.12,46-55,East,Footwear
5883,01/01/2021 14:33,74,22,6,79.43,Not Returned,Online,476.58,26-35,West,Clothing
5884,08/01/2021 07:15,6,30,5,32.76,Not Returned,Online,163.8,26-35,South,Clothing
5885,11/01/2021 05:31,28,6,5,47.33,Not Returned,Online,236.65,26-35,South,Accessories
5886,05/01/2021 18:19,3,9,2,59.57,Not Returned,In-Store,119.14,36-45,North,Foot wear
5887,09/01/2021 23:30,33,20,6,78.88,Not Returned,Online,473.28,46-55,East,Clothing
5888,02/01/2021 03:45,93,38,7,66.38,Not Returned,In-Store,464.66,36-45,North,Footwear
5889,01/01/2021 03:38,41,43,7,48.06,Not Returned,Online,336.42,46-55,East,Clothing
5890,11/01/2021 07:43,82,33,6,36.87,Not Returned,In-Store,221.22,18-25,South,Accessories
5891,02/01/2021 07:35,13,45,3,40.76,Not Returned,Online,122.28,56+,North,Footwear
5893,03/01/2021 01:37,46,20,4,32.88,Not Returned,Online,131.52,18-25,West,Clothing
5894,06/01/2021 00:48,93,37,5,49.7,Not Returned,Online,248.5,36-45,North,Footwear
5896,05/01/2021 03:54,15,23,2,62.81,Not Returned,Online,125.62,46-55,West,Clothing
5897,10/01/2021 15:14,52,19,5,57.87,Not Returned,In-Store,289.35,46-55,East,Foot wear
5898,04/01/2021 17:55,9,32,2,67.38,Not Returned,In-Store,134.76,36-45,East,Clothing
5899,04/01/2021 08:22,52,48,1,88.45,Not Returned,Online,88.45,46-55,East,Footwear
5900,07/01/2021 06:31,90,15,5,30.1,Not Returned,In-Store,150.5,36-45,North,Footwear
5901,08/01/2021 01:50,66,10,3,96.37,Not Returned,In-Store,289.11,46-55,South,Footwear
5902,03/01/2021 12:55,10,7,1,51.33,Not Returned,In-Store,51.33,56+,East,Footwear
5903,06/01/2021 09:57,97,14,6,71.42,Not Returned,Online,428.52,56+,East,Clothing
5904,09/01/2021 01:59,49,4,4,91.74,Not Returned,In-Store,366.96,26-35,West,Clothing
5905,03/01/2021 07:08,38,36,7,80.75,Not Returned,Online,565.25,56+,South,Clothing
5906,10/01/2021 15:25,81,32,2,49.63,Not Returned,Online,99.26,56+,West,Clothing
5907,03/01/2021 09:13,31,42,2,46.53,Not Returned,Online,93.06,36-45,South,Foot wear
5908,01/01/2021 09:57,93,43,3,23.12,Not Returned,In-Store,69.36,36-45,North,Clothing
5909,06/01/2021 11:18,89,7,6,99.88,Not Returned,Online,599.28,46-55,North,Footwear
5911,02/01/2021 07:01,64,26,1,26.58,Not Returned,Online,26.58,26-35,South,Footwear
5912,06/01/2021 12:06,33,40,6,46.41,Not Returned,In-Store,278.46,46-55,East,Accessories
5913,07/01/2021 15:06,1,44,3,45.31,Not Returned,In-Store,135.93,46-55,West,Accessories
5914,09/01/2021 18:08,74,14,5,70.55,Not Returned,Online,352.75,26-35,West,Clothing
5915,10/01/2021 01:33,84,45,4,71,Not Returned,Online,284,56+,West,Footwear
5916,11/01/2021 07:16,39,32,7,56.26,Not Returned,On line,393.82,18-25,West,Clothing
5918,10/01/2021 04:36,71,35,1,87.43,Not Returned,Online,87.43,18-25,North,Footwear
5919,11/01/2021 00:04,94,2,1,70.2,Not Returned,Online,70.2,36-45,West,Clothing
5920,08/01/2021 07:02,53,47,6,87.43,Not Returned,Online,524.58,46-55,East,Footwear
5921,04/01/2021 17:01,51,46,4,85.24,Not Returned,Online,340.96,46-55,East,Clothing
5922,07/01/2021 16:18,71,15,3,23.34,Not Returned,Online,70.02,18-25,North,Footwear
5923,10/01/2021 12:20,92,6,2,28.3,Not Returned,In-Store,56.6,18-25,South,Accessories
5924,11/01/2021 00:46,42,17,3,55.58,Not Returned,On line,166.74,18-25,East,Accessories
5925,07/01/2021 09:20,34,41,7,51.6,Not Returned,In-Store,361.2,18-25,North,Accessories
5926,07/01/2021 01:09,56,35,3,55.84,Not Returned,Online,167.52,18-25,East,Footwear
5927,09/01/2021 03:41,25,11,1,21.82,Not Returned,In-Store,21.82,18-25,East,Clothing
5928,04/01/2021 05:57,40,1,4,64.58,Not Returned,In-Store,258.32,26-35,East,Accessories
5929,01/01/2021 00:36,35,4,5,30.3,Not Returned,In-Store,151.5,36-45,East,Clothing
5930,02/01/2021 21:23,6,25,6,77.06,Not Returned,Online,462.36,26-35,South,Clothing
5931,03/01/2021 07:23,14,47,2,64.35,Not Returned,Online,128.7,26-35,East,Footwear
5932,10/01/2021 10:20,57,3,4,48.36,Not Returned,Online,193.44,46-55,North,Footwear
5933,05/01/2021 03:31,81,24,1,45.08,Not Returned,In-Store,45.08,56+,West,Accessories
5934,10/01/2021 17:43,61,23,7,53.7,Not Returned,In-Store,375.9,26-35,East,Clothing
5935,01/01/2021 10:25,30,50,2,87.21,Not Returned,Online,174.42,46-55,East,Accessories
5936,04/01/2021 15:52,29,9,4,87.11,Not Returned,Online,348.44,46-55,East,Foot wear
5937,01/01/2021 21:46,2,37,3,91.23,Not Returned,In-Store,273.69,56+,East,Footwear
5938,09/01/2021 22:46,35,24,1,39.21,Not Returned,Online,39.21,36-45,East,Accessories
5939,10/01/2021 11:09,86,6,6,64.4,Not Returned,Online,386.4,18-25,East,Accessories
5941,11/01/2021 00:10,54,10,1,23.81,Not Returned,In-Store,23.81,56+,East,Footwear
5942,09/01/2021 21:37,19,45,7,26.16,Not Returned,Online,183.12,18-25,East,Footwear
5945,09/01/2021 14:57,98,25,5,85.45,Not Returned,In-Store,427.25,26-35,East,Clothing
5946,08/01/2021 00:09,34,45,5,56.94,Not Returned,Online,284.7,18-25,North,Footwear
5947,09/01/2021 12:26,65,39,4,90.43,Not Returned,Online,361.72,26-35,West,Accessories
5948,03/01/2021 06:37,36,34,5,96.36,Not Returned,In-Store,481.8,56+,East,Footwear
5949,03/01/2021 14:06,91,46,2,58.33,Not Returned,Online,116.66,36-45,East,Clothing
5950,07/01/2021 10:24,17,18,1,64.97,Not Returned,In-Store,64.97,46-55,South,Footwear
5951,07/01/2021 06:59,91,38,5,78.87,Not Returned,In-Store,394.35,36-45,East,Footwear
5952,02/01/2021 00:26,25,48,1,36.39,Not Returned,Online,36.39,18-25,East,Footwear
5953,04/01/2021 15:25,72,43,4,87.72,Not Returned,In-Store,350.88,56+,South,Clothing
5954,03/01/2021 07:50,30,8,2,53.75,Not Returned,Online,107.5,46-55,East,Accessories
5955,01/01/2021 17:40,96,25,6,94.25,Not Returned,In-Store,565.5,36-45,North,Clothing
5956,07/01/2021 11:44,29,19,1,51.77,Not Returned,In-Store,51.77,46-55,East,Foot wear
5957,08/01/2021 04:51,25,9,2,56.83,Not Returned,In-Store,113.66,18-25,East,Foot wear
5958,09/01/2021 14:09,84,2,2,41.41,Not Returned,Online,82.82,56+,West,Clothing
5959,04/01/2021 05:06,8,42,7,44.17,Not Returned,Online,309.19,,West,Foot wear
5960,08/01/2021 22:52,17,2,1,24.54,Not Returned,In-Store,24.54,46-55,South,Clothing
5961,08/01/2021 17:31,40,10,5,21.83,Not Returned,Online,109.15,26-35,East,Footwear
5962,02/01/2021 14:56,49,28,3,27.76,Not Returned,Online,83.28,26-35,West,Footwear
5963,09/01/2021 16:29,87,14,7,50.1,Not Returned,In-Store,350.7,18-25,South,Clothing
5965,11/01/2021 02:47,71,21,6,68.88,Not Returned,Online,413.28,18-25,North,Clothing
5966,05/01/2021 16:12,39,1,6,40.26,Not Returned,Online,241.56,18-25,West,Accessories
5967,11/01/2021 00:53,28,39,7,91.19,Not Returned,Online,638.33,26-35,South,Accessories
5968,06/01/2021 18:08,83,36,6,69.13,Not Returned,In-Store,414.78,56+,East,Clothing
5969,11/01/2021 09:09,15,6,5,90.48,Not Returned,In-Store,452.4,46-55,West,Accessories
5970,08/01/2021 10:58,19,33,4,99.32,Not Returned,Online,397.28,18-25,East,Accessories
5972,07/01/2021 23:54,80,31,5,86.39,Not Returned,Online,431.95,46-55,East,Clothing
5973,09/01/2021 08:03,4,33,5,25.94,Not Returned,Online,129.7,56+,West,Accessories
5974,09/01/2021 16:40,45,14,1,49.27,Not Returned,Online,49.27,26-35,North,Clothing
5975,03/01/2021 12:19,76,47,3,58.62,Not Returned,In-Store,175.86,26-35,West,Footwear
5977,09/01/2021 17:45,70,5,1,91.9,Not Returned,In-Store,91.9,46-55,North,Clothing
5978,02/01/2021 18:57,86,26,1,80.28,Not Returned,In-Store,80.28,18-25,East,Footwear
5979,02/01/2021 03:51,84,49,4,28.01,Not Returned,Online,112.04,56+,West,Footwear
5980,01/01/2021 00:41,32,39,1,29.62,Not Returned,Online,29.62,46-55,East,Accessories
5981,03/01/2021 20:36,59,50,6,46.51,Not Returned,In-Store,279.06,46-55,North,Accessories
5982,11/01/2021 05:12,87,47,6,45.77,Not Returned,Online,274.62,18-25,South,Footwear
5983,07/01/2021 22:12,14,21,2,77.95,Not Returned,Online,155.9,26-35,East,Clothing
5984,04/01/2021 13:24,85,8,2,24.9,Not Returned,In-Store,49.8,18-25,North,Accessories
5985,08/01/2021 05:31,50,25,7,69.91,Not Returned,In-Store,489.37,46-55,South,Clothing
5986,04/01/2021 01:02,36,42,1,94.46,Not Returned,In-Store,94.46,56+,East,Foot wear
5987,03/01/2021 14:27,34,38,7,91.14,Not Returned,In-Store,637.98,18-25,North,Footwear
5988,07/01/2021 03:47,71,42,7,93.58,Not Returned,Online,655.06,18-25,North,Foot wear
5989,11/01/2021 09:56,4,49,5,80.86,Not Returned,Online,404.3,56+,West,Footwear
5990,09/01/2021 04:44,95,50,2,64.39,Not Returned,In-Store,128.78,18-25,North,Accessories
5991,09/01/2021 06:31,15,44,6,94.51,Not Returned,Online,567.06,46-55,West,Accessories
5992,10/01/2021 01:57,25,8,6,57.48,Not Returned,In-Store,344.88,18-25,East,Accessories
5993,04/01/2021 13:37,82,25,3,66.13,Not Returned,Online,198.39,18-25,South,Clothing
5994,11/01/2021 06:19,62,4,6,96.26,Not Returned,In-Store,577.56,46-55,East,Clothing
5995,07/01/2021 05:11,9,9,4,39.61,Not Returned,Online,158.44,36-45,East,Foot wear
5996,10/01/2021 09:10,26,29,2,93.09,Not Returned,Online,186.18,36-45,East,Foot wear
5997,03/01/2021 17:45,14,21,1,61.77,Not Returned,Online,61.77,26-35,East,Clothing
5999,07/01/2021 19:47,40,14,2,55.58,Not Returned,Online,111.16,26-35,East,Clothing
6000,11/01/2021 00:12,73,42,1,44.11,Not Returned,Online,44.11,56+,West,Foot wear
6001,08/01/2021 11:10,29,18,3,44.94,Not Returned,In-Store,134.82,46-55,East,Footwear
6002,11/01/2021 04:32,58,38,1,44.37,Not Returned,In-Store,44.37,26-35,West,Footwear
6003,11/01/2021 02:00,77,30,4,39.93,Not Returned,In-Store,159.72,18-25,West,Clothing
6004,06/01/2021 06:42,96,15,2,72.76,Not Returned,In-Store,145.52,36-45,North,Footwear
6005,06/01/2021 19:08,26,5,1,33.54,Not Returned,Online,33.54,36-45,East,Clothing
6006,03/01/2021 07:18,83,9,6,25.06,Not Returned,In-Store,150.36,56+,East,Foot wear
6007,11/01/2021 06:54,60,1,1,46.44,Not Returned,In-Store,46.44,26-35,West,Accessories
6008,05/01/2021 01:50,53,44,3,37.42,Not Returned,In-Store,112.26,46-55,East,Acessories
6009,06/01/2021 03:07,66,30,4,72.48,Not Returned,In-Store,289.92,46-55,South,Clothing
6011,04/01/2021 01:59,100,40,4,92.48,Not Returned,In-Store,369.92,18-25,West,Accessories
6012,10/01/2021 08:16,23,14,1,34.88,Not Returned,Online,34.88,46-55,East,Clothing
6013,06/01/2021 23:05,36,43,5,24.71,Not Returned,Online,123.55,56+,East,Clothing
6014,04/01/2021 22:20,62,5,4,70,Not Returned,Online,280,46-55,East,Clothing
6015,08/01/2021 23:12,83,40,3,48.22,Not Returned,Online,144.66,56+,East,Accessories
6018,10/01/2021 18:28,94,27,2,91.75,Not Returned,Online,183.5,36-45,West,Footwear
6019,01/01/2021 00:19,62,22,7,31.16,Not Returned,Online,218.12,46-55,East,Clothing
6020,06/01/2021 09:21,73,40,4,88.54,Not Returned,Online,354.16,56+,West,Accessories
6021,03/01/2021 08:58,74,8,5,47.08,Not Returned,Online,235.4,26-35,West,Accessories
6022,01/01/2021 12:12,38,41,2,55.97,Not Returned,Online,111.94,56+,South,Accessories
6023,09/01/2021 03:44,10,33,3,73.24,Not Returned,In-Store,219.72,56+,East,Accessories
6024,09/01/2021 07:07,98,49,6,90.22,Not Returned,On line,541.32,26-35,East,Footwear
6025,02/01/2021 14:32,87,36,2,59.85,Not Returned,In-Store,119.7,18-25,South,Clothing
6026,04/01/2021 16:17,83,21,2,74.02,Not Returned,Online,148.04,56+,East,Clothing
6027,11/01/2021 06:29,3,44,6,27.4,Not Returned,In-Store,164.4,36-45,North,Accessories
6028,09/01/2021 16:36,29,24,4,68.93,Not Returned,Online,275.72,46-55,East,Accessories
6030,08/01/2021 06:58,34,19,4,30.35,Not Returned,Online,121.4,18-25,North,Foot wear
6031,04/01/2021 14:08,34,42,5,28.54,Not Returned,Online,142.7,18-25,North,Foot wear
6032,06/01/2021 09:30,76,16,2,57.92,Not Returned,In-Store,115.84,26-35,West,Footwear
6033,01/01/2021 11:19,96,35,5,40.26,Not Returned,Online,201.3,36-45,North,Footwear
6034,01/01/2021 19:21,35,42,3,72.06,Not Returned,Online,216.18,36-45,East,Foot wear
6035,03/01/2021 14:33,73,38,2,33.88,Not Returned,In Store,67.76,56+,West,Footwear
6037,11/01/2021 05:54,71,32,1,82.85,Not Returned,Online,82.85,18-25,North,Clothing
6038,10/01/2021 10:47,61,19,5,70.19,Not Returned,Online,350.95,26-35,East,Foot wear
6039,05/01/2021 17:24,24,19,2,78.68,Not Returned,Online,157.36,18-25,South,Foot wear
6040,03/01/2021 18:03,72,40,3,58.13,Not Returned,Online,174.39,56+,South,Accessories
6041,05/01/2021 10:29,80,27,1,21.28,Not Returned,In-Store,21.28,46-55,East,Footwear
6042,03/01/2021 19:59,48,25,5,53.46,Not Returned,Online,267.3,56+,West,Clothing
6043,02/01/2021 15:50,12,38,4,66.53,Not Returned,In-Store,266.12,36-45,West,Footwear
6044,04/01/2021 04:16,55,48,1,42.38,Not Returned,Online,42.38,36-45,East,Footwear
6045,01/01/2021 22:09,83,30,4,30.57,Not Returned,In-Store,122.28,56+,East,Clothing
6046,08/01/2021 22:48,74,28,6,57.51,Not Returned,Online,345.06,26-35,West,Footwear
6047,06/01/2021 19:15,55,20,6,61.03,Not Returned,Online,366.18,36-45,East,Clothing
6048,07/01/2021 19:27,85,12,1,98.86,Not Returned,Online,98.86,18-25,North,Clothing
6049,04/01/2021 10:08,98,19,2,71.69,Not Returned,Online,143.38,26-35,East,Foot wear
6050,03/01/2021 02:33,84,3,7,75.75,Not Returned,Online,530.25,56+,West,Footwear
6053,06/01/2021 05:16,61,32,4,26.36,Not Returned,In-Store,105.44,26-35,East,Clothing
6054,10/01/2021 05:56,20,44,5,34.01,Not Returned,In-Store,170.05,46-55,North,Accessories
6056,08/01/2021 22:47,13,39,7,22.64,Not Returned,Online,158.48,56+,North,Accessories
6057,10/01/2021 18:10,56,6,2,61.78,Not Returned,Online,123.56,18-25,East,Accessories
6058,02/01/2021 21:44,39,5,6,28.88,Not Returned,Online,173.28,18-25,West,Clothing
6059,07/01/2021 13:00,75,30,3,93.97,Not Returned,In-Store,281.91,56+,West,Clothing
6060,10/01/2021 11:21,30,38,6,65.44,Not Returned,In-Store,392.64,46-55,East,Footwear
6061,03/01/2021 17:44,35,36,4,92.71,Not Returned,In-Store,370.84,36-45,East,Clothing
6062,08/01/2021 01:04,97,13,6,87.65,Not Returned,On line,525.9,56+,East,Footwear
6063,03/01/2021 06:28,54,31,4,34.72,Not Returned,In-Store,138.88,56+,East,Clothing
6064,02/01/2021 18:44,37,33,7,86.94,Not Returned,Online,608.58,36-45,South,Accessories
6065,10/01/2021 03:13,3,36,4,43.53,Not Returned,Online,174.12,36-45,North,Clothing
6066,05/01/2021 10:02,53,9,2,72.2,Not Returned,Online,144.4,46-55,East,Foot wear
6067,08/01/2021 01:22,58,36,4,62.29,Not Returned,Online,249.16,26-35,West,Clothing
6068,02/01/2021 12:34,81,37,2,95.2,Not Returned,Online,190.4,56+,West,Footwear
6069,09/01/2021 04:54,59,21,4,50.45,Not Returned,Online,201.8,46-55,North,Clothing
6070,05/01/2021 12:08,80,28,6,35.94,Not Returned,Online,215.64,46-55,East,Footwear
6071,09/01/2021 11:33,32,47,5,83.27,Not Returned,Online,416.35,46-55,East,Footwear
6072,05/01/2021 03:53,73,50,1,62.69,Not Returned,On line,62.69,56+,West,Accessories
6074,11/01/2021 00:26,26,30,6,95.26,Not Returned,Online,571.56,36-45,East,Clothing
6075,03/01/2021 21:27,69,32,1,29.16,Not Returned,In-Store,29.16,46-55,South,Clothing
6076,04/01/2021 03:23,82,15,4,82.73,Not Returned,Online,330.92,18-25,South,Footwear
6077,11/01/2021 00:55,32,39,6,56.81,Not Returned,Online,340.86,46-55,East,Accessories
6079,06/01/2021 21:48,90,2,3,51.26,Not Returned,Online,153.78,36-45,North,Clothing
6080,02/01/2021 16:45,8,22,3,25.39,Not Returned,Online,76.17,,West,Clothing
6081,10/01/2021 11:07,14,15,2,22.69,Not Returned,Online,45.38,26-35,East,Footwear
6082,11/01/2021 00:21,3,2,2,23.72,Not Returned,In-Store,47.44,36-45,North,Clothing
6083,01/01/2021 00:31,98,36,2,35.28,Not Returned,Online,70.56,26-35,East,Clothing
6085,05/01/2021 16:55,64,33,7,63.34,Not Returned,Online,443.38,26-35,South,Accessories
6086,05/01/2021 04:33,86,5,6,57.68,Not Returned,In-Store,346.08,18-25,East,Clothing
6087,05/01/2021 09:34,38,27,1,64.94,Not Returned,Online,64.94,56+,South,Footwear
6088,01/01/2021 07:57,63,21,5,66.16,Not Returned,In-Store,330.8,56+,East,Clothing
6089,10/01/2021 05:06,17,40,5,92.6,Not Returned,Online,463,46-55,South,Accessories
6090,03/01/2021 10:15,77,41,6,90.01,Not Returned,In-Store,540.06,18-25,West,Accessories
6091,06/01/2021 06:00,2,13,1,63.68,Not Returned,In-Store,63.68,56+,East,Footwear
6092,04/01/2021 10:26,70,38,3,71.04,Not Returned,In-Store,213.12,46-55,North,Footwear
6094,11/01/2021 00:39,72,27,6,95.79,Not Returned,Online,574.74,56+,South,Footwear
6095,06/01/2021 04:17,26,12,4,42.32,Not Returned,In-Store,169.28,36-45,East,Clothing
6096,10/01/2021 21:51,16,23,3,33.78,Not Returned,Online,101.34,26-35,West,Clothing
6097,10/01/2021 13:34,47,25,7,55.06,Not Returned,In-Store,385.42,26-35,East,Clothing
6098,06/01/2021 19:19,22,32,2,25.4,Not Returned,Online,50.8,56+,North,Clothing
6099,05/01/2021 16:01,95,45,3,82.26,Not Returned,Online,246.78,18-25,North,Footwear
6100,07/01/2021 00:09,60,11,7,93.64,Not Returned,Online,655.48,26-35,West,Clothing
6101,11/01/2021 05:11,98,33,2,39.03,Not Returned,In-Store,78.06,26-35,East,Accessories
6102,01/01/2021 00:23,35,22,2,25.57,Not Returned,Online,51.14,36-45,East,Clothing
6103,10/01/2021 02:13,30,27,5,88.25,Not Returned,In-Store,441.25,46-55,East,Footwear
6106,04/01/2021 11:54,79,42,2,67.63,Not Returned,Online,135.26,46-55,South,Foot wear
6107,04/01/2021 10:18,82,39,2,83.83,Not Returned,Online,167.66,18-25,South,Accessories
6108,06/01/2021 05:49,99,2,3,94.48,Not Returned,Online,283.44,26-35,South,Clothing
6111,05/01/2021 00:24,5,10,5,85.78,Not Returned,In-Store,428.9,56+,West,Footwear
6112,03/01/2021 18:29,46,15,4,79.58,Not Returned,Online,318.32,18-25,West,Footwear
6113,10/01/2021 05:13,39,28,5,45.39,Not Returned,In-Store,226.95,18-25,West,Footwear
6114,01/01/2021 01:41,41,45,2,40.9,Not Returned,In-Store,81.8,46-55,East,Footwear
6115,08/01/2021 19:09,24,18,2,64.73,Not Returned,Online,129.46,18-25,South,Footwear
6116,02/01/2021 10:52,4,33,5,24.13,Not Returned,Online,120.65,56+,West,Accessories
6117,08/01/2021 21:05,94,22,3,44.22,Not Returned,In-Store,132.66,36-45,West,Clothing
6118,03/01/2021 08:25,52,8,2,36.94,Not Returned,Online,73.88,46-55,East,Accessories
6119,11/01/2021 03:50,79,38,3,99.72,Not Returned,Online,299.16,46-55,South,Footwear
6120,10/01/2021 01:23,50,7,5,40.72,Not Returned,In-Store,203.6,46-55,South,Footwear
6121,09/01/2021 16:25,50,9,2,89.56,Not Returned,Online,179.12,46-55,South,Foot wear
6123,05/01/2021 01:42,5,12,3,82.08,Not Returned,Online,246.24,56+,West,Clothing
6125,11/01/2021 09:06,6,18,5,45.07,Not Returned,In-Store,225.35,26-35,South,Footwear
6127,10/01/2021 11:35,56,3,6,31.19,Not Returned,Online,187.14,18-25,East,Footwear
6128,03/01/2021 18:29,40,28,4,66.82,Not Returned,Online,267.28,26-35,East,Footwear
6129,05/01/2021 12:08,13,35,1,63.24,Not Returned,Online,63.24,56+,North,Footwear
6130,02/01/2021 14:28,80,31,2,50.24,Not Returned,Online,100.48,46-55,East,Clothing
6131,03/01/2021 04:00,45,16,6,70.51,Not Returned,In-Store,423.06,26-35,North,Footwear
6133,07/01/2021 13:39,57,23,2,56.56,Not Returned,Online,113.12,46-55,North,Clothing
6134,01/01/2021 10:11,19,22,1,61.7,Not Returned,In-Store,61.7,18-25,East,Clothing
6135,02/01/2021 00:48,46,42,6,61.41,Not Returned,Online,368.46,18-25,West,Foot wear
6137,01/01/2021 20:18,38,10,5,50.13,Not Returned,Online,250.65,56+,South,Footwear
6138,08/01/2021 15:05,86,22,1,23.08,Not Returned,In-Store,23.08,18-25,East,Clothing
6139,09/01/2021 15:47,30,27,7,22.4,Not Returned,In-Store,156.8,46-55,East,Footwear
6140,07/01/2021 09:11,39,14,4,62.4,Not Returned,Online,249.6,18-25,West,Clothing
6141,07/01/2021 16:29,11,37,5,26.65,Not Returned,In-Store,133.25,46-55,South,Footwear
6142,09/01/2021 13:19,15,43,1,43.35,Not Returned,Online,43.35,46-55,West,Clothing
6143,11/01/2021 09:36,41,3,7,21.97,Not Returned,Online,153.79,46-55,East,Footwear
6144,03/01/2021 02:27,83,45,2,45.98,Not Returned,In-Store,91.96,56+,East,Footwear
6145,02/01/2021 01:53,55,28,5,33.29,Not Returned,Online,166.45,36-45,East,Footwear
6146,02/01/2021 06:57,40,45,3,96.47,Not Returned,In-Store,289.41,26-35,East,Footwear
6147,04/01/2021 12:00,34,38,7,57.68,Not Returned,On line,403.76,18-25,North,Footwear
6148,11/01/2021 00:00,11,28,6,43.76,Not Returned,In-Store,262.56,46-55,South,Footwear
6149,11/01/2021 05:36,17,9,6,75.39,Not Returned,In-Store,452.34,46-55,South,Foot wear
6150,05/01/2021 19:47,74,32,7,39.87,Not Returned,Online,279.09,26-35,West,Clothing
6151,10/01/2021 20:40,25,15,3,25.91,Not Returned,Online,77.73,18-25,East,Footwear
6152,01/01/2021 12:37,33,35,6,86.93,Not Returned,In-Store,521.58,46-55,East,Footwear
6153,04/01/2021 06:56,23,15,7,99.09,Not Returned,On line,693.63,46-55,East,Footwear
6154,02/01/2021 19:58,3,50,4,69.73,Not Returned,In-Store,278.92,36-45,North,Accessories
6155,11/01/2021 03:40,23,37,3,28.71,Not Returned,Online,86.13,46-55,East,Footwear
6156,04/01/2021 11:09,94,1,6,98.11,Not Returned,Online,588.66,36-45,West,Accessories
6157,03/01/2021 03:15,64,15,1,48.2,Not Returned,Online,48.2,26-35,South,Footwear
6158,09/01/2021 05:56,83,18,4,98.04,Not Returned,In-Store,392.16,56+,East,Footwear
6159,11/01/2021 01:53,3,7,2,81.94,Not Returned,Online,163.88,36-45,North,Footwear
6160,08/01/2021 22:12,94,13,7,61.78,Not Returned,Online,432.46,36-45,West,Footwear
6161,08/01/2021 11:43,62,31,5,80.68,Not Returned,Online,403.4,46-55,East,Clothing
6162,01/01/2021 17:53,11,22,2,53.18,Not Returned,Online,106.36,46-55,South,Clothing
6163,04/01/2021 00:56,57,15,5,63.03,Not Returned,Online,315.15,46-55,North,Footwear
6164,10/01/2021 05:37,13,1,7,59.85,Not Returned,Online,418.95,56+,North,Accessories
6165,02/01/2021 09:35,5,31,2,82.36,Not Returned,In-Store,164.72,56+,West,Clothing
6166,06/01/2021 21:13,13,27,1,39.98,Not Returned,In-Store,39.98,56+,North,Footwear
6167,08/01/2021 10:46,62,24,2,29.88,Not Returned,Online,59.76,46-55,East,Accessories
6168,02/01/2021 12:50,61,21,4,57.45,Not Returned,Online,229.8,26-35,East,Clothing
6169,06/01/2021 10:12,37,46,7,56.49,Not Returned,Online,395.43,36-45,South,Clothing
6170,11/01/2021 06:15,18,30,2,87.02,Not Returned,In Store,174.04,56+,East,Clothing
6171,06/01/2021 11:09,25,29,2,46.27,Not Returned,In-Store,92.54,18-25,East,Foot wear
6172,09/01/2021 00:47,93,45,2,60.79,Not Returned,In-Store,121.58,36-45,North,Footwear
6173,04/01/2021 07:41,46,2,1,66.07,Not Returned,Online,66.07,18-25,West,Clothing
6174,11/01/2021 09:11,30,8,3,99.28,Not Returned,Online,297.84,46-55,East,Accessories
6175,10/01/2021 04:42,46,10,4,68.52,Not Returned,In-Store,274.08,18-25,West,Footwear
6176,03/01/2021 07:37,88,24,1,99.27,Not Returned,Online,99.27,18-25,North,Accessories
6180,06/01/2021 20:20,25,13,2,34.61,Not Returned,In-Store,69.22,18-25,East,Footwear
6181,02/01/2021 17:07,79,6,7,64.19,Not Returned,Online,449.33,46-55,South,Accessories
6182,03/01/2021 15:06,63,11,4,21.13,Not Returned,Online,84.52,56+,East,Clothing
6183,07/01/2021 06:20,75,13,3,86.01,Not Returned,Online,258.03,56+,West,Footwear
6184,05/01/2021 04:33,80,6,6,72.82,Not Returned,Online,436.92,46-55,East,Accessories
6185,07/01/2021 13:10,9,27,3,30.71,Not Returned,Online,92.13,36-45,East,Footwear
6186,05/01/2021 01:52,24,37,5,25.47,Not Returned,In-Store,127.35,18-25,South,Footwear
6187,11/01/2021 00:37,78,5,5,39.52,Not Returned,In-Store,197.6,46-55,South,Clothing
6188,09/01/2021 18:56,70,35,4,81.82,Not Returned,On line,327.28,46-55,North,Footwear
6190,08/01/2021 09:12,33,29,3,61.73,Not Returned,Online,185.19,46-55,East,Foot wear
6191,03/01/2021 23:18,5,13,4,80.73,Not Returned,On line,322.92,56+,West,Footwear
6192,08/01/2021 16:34,2,25,6,87.39,Not Returned,In-Store,524.34,56+,East,Clothing
6193,03/01/2021 12:50,13,17,6,74.16,Not Returned,On line,444.96,56+,North,Accessories
